File Name,Pos.Z,Depth (cm),Obj.N,T.Ar,Obj.Ar,Obj.Ar/T.Ar,T.Pm,Obj.Pm,Obj.Pm/Obj.Ar,Av.Obj.Ar,Av.Obj.ECDa,SCv.I,Eu.N,Po.N(cl),Po.Ar(cl),Po.Pm(cl),Po(cl),Po.Ar(op),Po.Ar(tot),Po(op),Po(tot),Crd.X,Crd.Y,MMI(x),MMI(y),MMI(polar),Gr.R(x),Gr.R(y),Gr.R(polar),Pr.In(xy),MMI(max),MMI(min),T.Or(phi),Ecc,St.Th(pl),St.Sp(pl),St.Li.Dn(pl),FD,i.Pm,Unnamed: 39
wb497_10_8_rec_voi_0885.bmp,17.59618,9.759618,42.0,65.19799,23.03064,35.32415,30.23853,150.92608,6.55327,0.54835,0.83557,-0.64886,22.0,20.0,7.45171,4.90330,24.44599,34.71565,42.16736,53.24650,64.67585,,,,,,,,,,,,135.84666,0.40328,0.30519,0.55878,1.15744,1.53744,9.88415,
wb497_10_8_rec_voi_0886.bmp,17.61607,9.761607,36.0,65.19799,23.04077,35.33969,30.23853,148.24802,6.43416,0.64002,0.90272,-1.32735,18.0,18.0,5.48706,7.35882,19.23407,36.67017,42.15723,56.24432,64.66031,,,,,,,,,,,,136.46824,0.40407,0.31084,0.56874,1.13691,1.53048,10.25751,
wb497_10_8_rec_voi_0887.bmp,17.63595,9.763595,43.0,65.19799,23.07664,35.39471,30.23853,148.31838,6.42721,0.53667,0.82662,0.45817,27.0,16.0,7.32254,-3.29899,24.08795,34.79881,42.12135,53.37405,64.60529,,,,,,,,,,,,135.46495,0.40059,0.31118,0.56799,1.13745,1.52853,10.39328,
wb497_10_8_rec_voi_0888.bmp,17.65583,9.765583,38.0,65.19799,23.16104,35.52417,30.23853,147.85884,6.38395,0.60950,0.88093,-0.68873,17.0,21.0,7.36153,5.13892,24.11831,34.67542,42.03695,53.18480,64.47583,,,,,,,,,,,,134.60680,0.39567,0.31329,0.56861,1.13392,1.50133,10.45634,
wb497_10_8_rec_voi_0889.bmp,17.67571,9.767571,48.0,65.19799,23.20641,35.59374,30.23853,150.65937,6.49215,0.48347,0.78458,-0.32433,20.0,28.0,7.63875,2.54218,24.76482,34.35284,41.99159,52.69003,64.40626,,,,,,,,,,,,131.90871,0.38565,0.30806,0.55744,1.15540,1.53429,10.66581,
wb497_10_8_rec_voi_0890.bmp,17.69560,9.76956,43.0,65.19799,23.27954,35.70592,30.23853,151.57914,6.51126,0.54138,0.83025,-0.91017,15.0,28.0,7.16219,6.58977,23.52753,34.75627,41.91845,53.30880,64.29408,,,,,,,,,,,,129.20324,0.37392,0.30716,0.55309,1.16245,1.53674,10.74534,
wb497_10_8_rec_voi_0891.bmp,17.71548,9.771548,43.0,65.19799,23.38554,35.86849,30.23853,153.83744,6.57832,0.54385,0.83214,-0.84482,15.0,28.0,7.47138,6.38261,24.21298,34.34108,41.81246,52.67199,64.13151,,,,,,,,,,,,127.74844,0.35213,0.30403,0.54359,1.17977,1.54137,11.00523,
wb497_10_8_rec_voi_0892.bmp,17.73536,9.773536,39.0,65.19799,23.44548,35.96043,30.23853,153.47472,6.54603,0.60117,0.87489,-2.69777,6.0,33.0,8.71447,23.60014,27.09727,33.03805,41.75252,50.67342,64.03957,,,,,,,,,,,,126.36360,0.32774,0.30553,0.54410,1.17699,1.53678,11.04641,
wb497_10_8_rec_voi_0893.bmp,17.75524,9.775524,38.0,65.19799,23.49040,36.02932,30.23853,152.35647,6.48590,0.61817,0.88717,-2.75338,-6.0,44.0,7.95777,22.00187,25.30440,33.74983,41.70760,51.76513,63.97068,,,,,,,,,,,,123.53362,0.30356,0.30836,0.54750,1.16841,1.53367,11.04159,
wb497_10_8_rec_voi_0894.bmp,17.77513,9.777513,42.0,65.19799,23.44686,35.96255,30.23853,149.76524,6.38743,0.55826,0.84309,-0.20474,0.0,42.0,9.08548,1.92352,27.92752,32.66566,41.75113,50.10224,64.03745,,,,,,,,,,,,120.21404,0.28714,0.31311,0.55755,1.14854,1.52917,10.72205,
wb497_10_8_rec_voi_0895.bmp,17.79501,9.779501,47.0,65.19799,23.39344,35.88062,30.23853,151.01809,6.45557,0.49773,0.79607,0.80511,12.0,35.0,8.60892,-6.87973,26.90088,33.19564,41.80455,50.91512,64.11938,,,,,,,,,,,,118.06010,0.26113,0.30981,0.55364,1.15815,1.53445,10.68229,
wb497_10_8_rec_voi_0896.bmp,17.81489,9.781489,44.0,65.19799,23.42156,35.92374,30.23853,151.73187,6.47830,0.53231,0.82326,0.45975,5.0,39.0,7.85860,-3.55756,25.12326,33.91784,41.77643,52.02283,64.07626,,,,,,,,,,,,116.82773,0.23076,0.30872,0.55066,1.16362,1.53719,10.77829,
wb497_10_8_rec_voi_0897.bmp,17.83477,9.783477,45.0,65.19799,23.35831,35.82673,30.23853,151.51774,6.48667,0.51907,0.81296,-0.05589,13.0,32.0,7.97853,0.49602,25.46053,33.86116,41.83969,51.93589,64.17327,,,,,,,,,,,,112.78299,0.19254,0.30832,0.55227,1.16198,1.51122,10.82047,
wb497_10_8_rec_voi_0898.bmp,17.85466,9.785466,48.0,65.19799,23.20334,35.58904,30.23853,153.16225,6.60087,0.48340,0.78453,0.88534,11.0,37.0,9.19266,-8.08882,28.37590,32.80199,41.99465,50.31136,64.41096,,,,,,,,,,,,99.49011,0.14608,0.30299,0.54837,1.17459,1.54726,10.72446,
wb497_10_8_rec_voi_0899.bmp,17.87454,9.787454,52.0,65.19799,22.99170,35.26442,30.23853,153.34943,6.66977,0.44215,0.75031,0.89677,7.0,45.0,8.44871,-7.52728,26.87214,33.75759,42.20630,51.77703,64.73558,,,,,,,,,,,,64.39997,0.14836,0.29986,0.55046,1.17603,1.55038,10.67646,
wb497_10_8_rec_voi_0900.bmp,17.89442,9.789442,50.0,65.19799,22.84024,35.03212,30.23853,155.23736,6.79666,0.45680,0.76264,-0.10446,2.0,48.0,7.91552,0.88934,25.73671,34.44223,42.35775,52.82714,64.96788,,,,,,,,,,,,48.37647,0.18101,0.29426,0.54572,1.19051,1.55182,11.07453,
wb497_10_8_rec_voi_0901.bmp,17.91431,9.791431,55.0,65.19799,22.69674,34.81202,30.23853,161.11065,7.09841,0.41267,0.72486,-0.06193,1.0,54.0,8.19210,0.56921,26.52123,34.30916,42.50126,52.62303,65.18798,,,,,,,,,,,,44.41621,0.20666,0.28175,0.52760,1.23555,1.55959,11.03135,
wb497_10_8_rec_voi_0902.bmp,17.93419,9.793419,58.0,65.19799,22.55264,34.59101,30.23853,165.11662,7.32139,0.38884,0.70362,-0.33257,2.0,56.0,8.43972,2.87244,27.23161,34.20563,42.64535,52.46424,65.40899,,,,,,,,,,,,51.82688,0.24507,0.27317,0.51655,1.26627,1.56236,11.02312,
wb497_10_8_rec_voi_0903.bmp,17.95407,9.795407,57.0,65.19799,22.43894,34.41661,30.23853,163.71152,7.29587,0.39367,0.70798,-0.28208,16.0,41.0,8.35112,2.42055,27.12277,34.40794,42.75905,52.77454,65.58339,,,,,,,,,,,,58.03769,0.27658,0.27413,0.52237,1.25550,1.56333,10.44369,
wb497_10_8_rec_voi_0904.bmp,17.97395,9.797395,59.0,65.19799,22.32662,34.24433,30.23853,162.13772,7.26208,0.37842,0.69413,0.82365,17.0,42.0,8.99999,-7.36257,28.72953,33.87139,42.87138,51.95158,65.75567,,,,,,,,,,,,63.21476,0.29501,0.27540,0.52883,1.24343,1.56025,10.28563,
wb497_10_8_rec_voi_0905.bmp,17.99384,9.799384,53.0,65.19799,22.24736,34.12276,30.23853,159.81320,7.18347,0.41976,0.73107,-0.79919,20.0,33.0,12.69367,10.21567,36.32885,30.25696,42.95064,46.40782,65.87724,,,,,,,,,,,,64.82463,0.31001,0.27842,0.53751,1.22560,1.55948,9.94721,
wb497_10_8_rec_voi_0906.bmp,18.01372,9.801372,57.0,65.19799,22.21351,34.07084,30.23853,159.60156,7.18489,0.38971,0.70441,-0.06946,30.0,27.0,9.08627,0.70464,29.02981,33.89822,42.98449,51.99274,65.92916,,,,,,,,,,,,63.07750,0.3092,0.27836,0.53865,1.22398,1.55961,9.59273,
wb497_10_8_rec_voi_0907.bmp,18.03360,9.80336,58.0,65.19799,22.21479,34.07282,30.23853,161.61995,7.27533,0.38301,0.69833,-0.28802,37.0,21.0,5.23208,1.58319,19.06257,37.75112,42.98320,57.90228,65.92718,,,,,,,,,,,,62.31401,0.3078,0.27490,0.53190,1.23945,1.54016,9.41820,
wb497_10_8_rec_voi_0908.bmp,18.05348,9.805348,56.0,65.19799,22.31165,34.22137,30.23853,161.51995,7.23927,0.39842,0.71224,-0.08951,32.0,24.0,5.00734,0.52200,18.32915,37.87901,42.88635,58.09843,65.77863,,,,,,,,,,,,58.32950,0.3057,0.27627,0.53103,1.23869,1.5593,9.12437,
wb497_10_8_rec_voi_0909.bmp,18.07337,9.807337,59.0,65.19799,22.35572,34.28898,30.23853,162.82704,7.28346,0.37891,0.69458,-1.06531,36.0,23.0,4.43318,4.80901,16.54858,38.40909,42.84227,58.91145,65.71102,,,,,,,,,,,,53.21728,0.31139,0.27459,0.52623,1.24871,1.55513,8.55318,
wb497_10_8_rec_voi_0910.bmp,18.09325,9.809325,57.0,65.19799,22.50590,34.51931,30.23853,163.08693,7.24641,0.39484,0.70903,-2.17136,28.0,29.0,5.69910,12.47671,20.20600,36.99299,42.69210,56.73947,65.48069,,,,,,,,,,,,50.95996,0.31989,0.27600,0.52355,1.25071,1.55999,8.47365,
wb497_10_8_rec_voi_0911.bmp,18.11313,9.811313,57.0,65.19799,22.82512,35.00893,30.23853,162.19679,7.10607,0.40044,0.71404,-1.64069,15.0,42.0,4.34295,7.21988,15.98550,38.02992,42.37288,58.32990,64.99107,,,,,,,,,,,,49.41750,0.32846,0.28145,0.52249,1.24388,1.56356,9.20531,
wb497_10_8_rec_voi_0912.bmp,18.13302,9.813302,49.0,65.19799,23.13915,35.49059,30.23853,161.39900,6.97515,0.47223,0.77541,-0.22822,9.0,40.0,6.06245,1.45921,20.76068,35.99639,42.05884,55.21089,64.50941,,,,,,,,,,,,48.67533,0.34549,0.28673,0.52118,1.23776,1.56101,9.76727,
wb497_10_8_rec_voi_0913.bmp,18.15290,9.81529,55.0,65.19799,23.44558,35.96058,30.23853,162.54902,6.93304,0.42628,0.73672,-0.94301,7.0,48.0,4.60747,4.42914,16.42414,37.14495,41.75242,56.97253,64.03942,,,,,,,,,,,,47.97343,0.35657,0.28847,0.51372,1.24658,1.56348,10.09263,
wb497_10_8_rec_voi_0914.bmp,18.17278,9.817278,55.0,65.19799,23.76183,36.44565,30.23853,162.31842,6.83106,0.43203,0.74168,-1.99326,18.0,37.0,4.77850,9.61994,16.74296,36.65766,41.43616,56.22514,63.55435,,,,,,,,,,,,45.70470,0.34789,0.29278,0.51055,1.24481,1.56114,10.61823,
wb497_10_8_rec_voi_0915.bmp,18.19266,9.819266,55.0,65.19799,23.94408,36.72517,30.23853,163.61869,6.83337,0.43535,0.74451,-1.11190,19.0,36.0,4.06148,4.55911,14.50242,37.19243,41.25392,57.04537,63.27483,,,,,,,,,,,,43.19950,0.33776,0.29268,0.50427,1.25478,1.56949,10.97994,
wb497_10_8_rec_voi_0916.bmp,18.21255,9.821255,49.0,65.19799,24.00965,36.82575,30.23853,161.99830,6.74722,0.48999,0.78986,-0.32011,12.0,37.0,4.27150,1.41482,15.10369,36.91685,41.18834,56.62267,63.17425,,,,,,,,,,,,43.25494,0.33106,0.29642,0.50850,1.24236,1.57032,11.18842,
wb497_10_8_rec_voi_0917.bmp,18.23243,9.823243,50.0,65.19799,24.19204,37.10550,30.23853,163.06714,6.74053,0.48384,0.78489,-1.13238,7.0,43.0,5.29647,6.05187,17.96112,35.70949,41.00595,54.77083,62.89450,,,,,,,,,,,,44.63374,0.32086,0.29671,0.50293,1.25055,1.57415,10.99741,
wb497_10_8_rec_voi_0918.bmp,18.25231,9.825231,54.0,65.19799,24.30703,37.28187,30.23853,164.60283,6.77182,0.45013,0.75705,-0.56116,21.0,33.0,5.32829,3.03935,17.97953,35.56267,40.89096,54.54565,62.71813,,,,,,,,,,,,47.61505,0.32371,0.29534,0.49684,1.26233,1.58007,10.96006,
wb497_10_8_rec_voi_0919.bmp,18.27219,9.827219,41.0,65.19799,24.41293,37.44429,30.23853,167.52583,6.86218,0.59544,0.87071,-1.56890,7.0,34.0,4.47746,7.08129,15.49810,36.30761,40.78507,55.68823,62.55571,,,,,,,,,,,,51.59534,0.34062,0.29145,0.48691,1.28475,1.58207,11.18700,
wb497_10_8_rec_voi_0920.bmp,18.29208,9.829208,48.0,65.19799,24.42202,37.45824,30.23853,171.19721,7.00995,0.50879,0.80487,-2.76613,7.0,41.0,4.75443,13.21660,16.29544,36.02154,40.77597,55.24946,62.54176,,,,,,,,,,,,54.49184,0.36112,0.28531,0.47636,1.31290,1.40922,11.28059,
wb497_10_8_rec_voi_0921.bmp,18.31196,9.831196,51.0,65.19799,24.44638,37.49560,30.23853,171.70485,7.02373,0.47934,0.78123,-2.76904,9.0,42.0,4.62645,12.87470,15.91330,36.12517,40.75161,55.40840,62.50440,,,,,,,,,,,,55.22906,0.3835,0.28475,0.47467,1.31680,1.59342,11.17536,
wb497_10_8_rec_voi_0922.bmp,18.33184,9.833184,52.0,65.19799,24.46541,37.52478,30.23853,171.58239,7.01327,0.47049,0.77398,-2.40625,15.0,37.0,4.60816,11.13750,15.85001,36.12442,40.73259,55.40726,62.47522,,,,,,,,,,,,55.69610,0.40307,0.28517,0.47479,1.31586,1.59802,11.10165,
wb497_10_8_rec_voi_0923.bmp,18.35172,9.835172,50.0,65.19799,24.47855,37.54494,30.23853,169.56751,6.92719,0.48957,0.78952,-2.78275,14.0,36.0,4.88523,13.64355,16.63694,35.83421,40.71944,54.96213,62.45506,,,,,,,,,,,,56.26618,0.42416,0.28872,0.48027,1.30040,1.59463,10.90964,
wb497_10_8_rec_voi_0924.bmp,18.37161,9.837161,52.0,65.19799,24.45567,37.50985,30.23853,166.30027,6.80007,0.47030,0.77383,-2.36919,23.0,29.0,4.97902,11.82399,16.91549,35.76330,40.74232,54.85337,62.49015,,,,,,,,,,,,57.13616,0.44336,0.29411,0.48999,1.27535,1.55524,10.64635,
wb497_10_8_rec_voi_0925.bmp,18.39149,9.839149,51.0,65.19799,24.41762,37.45149,30.23853,163.78657,6.70772,0.47878,0.78077,-0.92864,26.0,25.0,4.92664,4.59585,16.78912,35.85373,40.78037,54.99207,62.54851,,,,,,,,,,,,57.31771,0.46081,0.29816,0.49797,1.25607,1.56939,10.47081,
wb497_10_8_rec_voi_0926.bmp,18.41137,9.841137,58.0,65.19799,24.32843,37.31469,30.23853,163.21987,6.70902,0.41946,0.73080,-1.16457,30.0,28.0,5.10068,5.96201,17.33210,35.76888,40.86957,54.86194,62.68531,,,,,,,,,,,,57.26502,0.47678,0.29811,0.50079,1.25172,1.57381,10.42040,
wb497_10_8_rec_voi_0927.bmp,18.43126,9.843126,56.0,65.19799,24.30021,37.27141,30.23853,163.46894,6.72706,0.43393,0.74330,-0.96936,27.0,29.0,5.57813,5.45753,18.66949,35.31965,40.89778,54.17291,62.72859,,,,,,,,,,,,56.44495,0.48884,0.29731,0.50037,1.25363,1.57482,10.38305,
wb497_10_8_rec_voi_0928.bmp,18.45114,9.845114,57.0,65.19799,24.39840,37.42201,30.23853,164.33330,6.73541,0.42804,0.73824,2.39981,31.0,26.0,6.65316,-15.93941,21.42617,34.14643,40.79959,52.37344,62.57799,,,,,,,,,,,,56.18113,0.50247,0.29694,0.49655,1.26026,1.57228,10.54452,
wb497_10_8_rec_voi_0929.bmp,18.47102,9.847102,57.0,65.19799,24.44633,37.49553,30.23853,166.36416,6.80528,0.42888,0.73897,-0.88434,31.0,26.0,6.37085,5.68579,20.67305,34.38081,40.75166,52.73293,62.50447,,,,,,,,,,,,56.30206,0.50329,0.29389,0.48991,1.27584,1.5707,10.97270,
wb497_10_8_rec_voi_0930.bmp,18.49090,9.84909,59.0,65.19799,24.55297,37.65909,30.23853,168.77103,6.87375,0.41615,0.72792,0.56405,30.0,29.0,7.22055,-4.03329,22.72505,33.42448,40.64502,51.26611,62.34091,,,,,,,,,,,,56.22224,0.50817,0.29096,0.48166,1.29430,1.53973,11.21853,
wb497_10_8_rec_voi_0931.bmp,18.51079,9.851079,64.0,65.19799,24.72484,37.92269,30.23853,169.70542,6.86376,0.38633,0.70135,1.54382,29.0,35.0,6.23951,-9.61424,20.15062,34.23365,40.47316,52.50722,62.07731,,,,,,,,,,,,55.67994,0.5154,0.29139,0.47698,1.30146,1.57092,11.59431,
wb497_10_8_rec_voi_0932.bmp,18.53067,9.853067,57.0,65.19799,24.87708,38.15621,30.23853,170.10459,6.83780,0.43644,0.74545,0.25042,31.0,26.0,6.48693,-1.59376,20.68271,33.83398,40.32091,51.89421,61.84379,,,,,,,,,,,,55.61328,0.51694,0.29249,0.47407,1.30452,1.57652,11.72666,
wb497_10_8_rec_voi_0933.bmp,18.55055,9.855055,66.0,65.19799,25.06812,38.44923,30.23853,174.61269,6.96553,0.37982,0.69541,2.57621,40.0,26.0,6.60380,-17.00377,20.85063,33.52608,40.12987,51.42194,61.55077,,,,,,,,,,,,55.79821,0.51294,0.28713,0.45964,1.33910,1.58119,12.00643,
wb497_10_8_rec_voi_0934.bmp,18.57043,9.857043,62.0,65.19799,25.30136,38.80697,30.23853,176.35720,6.97026,0.40809,0.72083,-1.40259,36.0,26.0,7.06178,9.95130,21.82043,32.83486,39.89663,50.36176,61.19303,,,,,,,,,,,,55.78521,0.50753,0.28693,0.45245,1.35247,1.58458,11.90461,
wb497_10_8_rec_voi_0935.bmp,18.59032,9.859032,64.0,65.19799,25.54770,39.18479,30.23853,178.25546,6.97736,0.39918,0.71292,-0.86543,40.0,24.0,6.58126,5.73686,20.48389,33.06903,39.65030,50.72094,60.81521,,,,,,,,,,,,55.57546,0.50234,0.28664,0.44487,1.36703,1.58631,11.83431,
wb497_10_8_rec_voi_0936.bmp,18.61020,9.86102,61.0,65.19799,25.75406,39.50130,30.23853,180.85600,7.02243,0.42220,0.73318,-2.97233,36.0,25.0,6.83031,20.37197,20.96194,32.61362,39.44394,50.02243,60.49870,,,,,,,,,,,,55.40278,0.50272,0.28480,0.43619,1.38698,1.5939,12.23379,
wb497_10_8_rec_voi_0937.bmp,18.63008,9.863008,71.0,65.19799,25.94302,39.79113,30.23853,181.79838,7.00760,0.36539,0.68208,-1.75755,43.0,28.0,7.68169,13.56093,22.84537,31.57329,39.25497,48.42678,60.20887,,,,,,,,,,,,55.44755,0.50393,0.28540,0.43185,1.39420,1.59849,12.38021,
wb497_10_8_rec_voi_0938.bmp,18.64997,9.864997,60.0,65.19799,26.04625,39.94946,30.23853,184.45267,7.08174,0.43410,0.74345,-1.75913,36.0,24.0,8.07909,14.27057,23.67474,31.07266,39.15175,47.65892,60.05054,,,,,,,,,,,,55.52532,0.50447,0.28242,0.42452,1.41456,1.59826,12.57221,
wb497_10_8_rec_voi_0939.bmp,18.66985,9.866985,63.0,65.19799,26.15694,40.11924,30.23853,185.43481,7.08932,0.41519,0.72707,-1.58160,36.0,27.0,9.18356,14.58201,25.98595,29.85749,39.04106,45.79511,59.88076,,,,,,,,,,,,55.97870,0.50166,0.28211,0.42108,1.42209,1.60326,13.01004,
wb497_10_8_rec_voi_0940.bmp,18.68973,9.868973,59.0,65.19799,26.28779,40.31994,30.23853,188.54265,7.17225,0.44556,0.75319,-1.90569,22.0,37.0,8.48577,16.22989,24.40294,30.42443,38.91021,46.66468,59.68006,,,,,,,,,,,,56.65259,0.48775,0.27885,0.41275,1.44592,1.43179,13.39305,
wb497_10_8_rec_voi_0941.bmp,18.70961,9.870961,73.0,65.19799,26.38504,40.46909,30.23853,188.77959,7.15480,0.36144,0.67838,-0.08830,37.0,36.0,7.30332,0.69017,21.67905,31.50964,38.81296,48.32915,59.53091,,,,,,,,,,,,57.32659,0.46993,0.27953,0.41120,1.44774,1.61265,13.69753,
wb497_10_8_rec_voi_0942.bmp,18.72950,9.87295,75.0,65.19799,26.57035,40.75332,30.23853,192.61567,7.24927,0.35427,0.67162,-0.94571,41.0,34.0,6.55962,6.25498,19.79965,32.06803,38.62765,49.18561,59.24668,,,,,,,,,,,,59.56424,0.45434,0.27589,0.40109,1.47716,1.62013,13.85360,
wb497_10_8_rec_voi_0943.bmp,18.74938,9.874938,79.0,65.19799,26.75239,41.03254,30.23853,192.15779,7.18283,0.33864,0.65663,0.37875,45.0,34.0,6.81806,-2.54048,20.30971,31.62754,38.44560,48.51000,58.96746,,,,,,,,,,,,62.27822,0.43652,0.27844,0.40015,1.47365,1.62301,13.76583,
wb497_10_8_rec_voi_0944.bmp,18.76926,9.876926,83.0,65.19799,26.98509,41.38944,30.23853,192.37860,7.12907,0.32512,0.64340,2.17439,57.0,26.0,6.90276,-14.98071,20.36942,31.31015,38.21291,48.02318,58.61056,,,,,,,,,,,,64.88548,0.42427,0.28054,0.39727,1.47534,1.54569,13.68247,
wb497_10_8_rec_voi_0945.bmp,18.78914,9.878914,72.0,65.19799,27.17415,41.67943,30.23853,193.53579,7.12206,0.37742,0.69321,-0.25099,49.0,23.0,6.73010,1.73557,19.85032,31.29374,38.02385,47.99802,58.32057,,,,,,,,,,,,68.73921,0.41862,0.28082,0.39294,1.48422,1.62329,13.80377,
wb497_10_8_rec_voi_0946.bmp,18.80903,9.880903,76.0,65.19799,27.38787,42.00723,30.23853,195.70724,7.14576,0.36037,0.67737,-1.83595,45.0,31.0,5.90956,10.90904,17.74780,31.90056,37.81012,48.92875,57.99277,,,,,,,,,,,,72.27017,0.40993,0.27989,0.38639,1.50087,1.62435,14.06807,
wb497_10_8_rec_voi_0947.bmp,18.82891,9.882891,75.0,65.19799,27.67650,42.44993,30.23853,194.29182,7.02010,0.36902,0.68546,-1.17403,44.0,31.0,6.26036,7.45525,18.44708,31.26113,37.52149,47.94799,57.55007,,,,,,,,,,,,76.47703,0.39962,0.28490,0.38624,1.49001,1.62197,13.93430,
wb497_10_8_rec_voi_0948.bmp,18.84879,9.884879,85.0,65.19799,27.93826,42.85140,30.23853,194.68182,6.96829,0.32869,0.64691,-2.36689,51.0,34.0,6.19222,14.70702,18.14278,31.06752,37.25974,47.65104,57.14860,,,,,,,,,,,,80.53456,0.40221,0.28701,0.38278,1.49300,1.61865,13.67923,
wb497_10_8_rec_voi_0949.bmp,18.86867,9.886867,77.0,65.19799,28.14980,43.17587,30.23853,193.18755,6.86284,0.36558,0.68226,-1.85469,47.0,30.0,5.42811,10.12938,16.16571,31.62008,37.04819,48.49855,56.82413,,,,,,,,,,,,84.07971,0.41382,0.29142,0.38355,1.48155,1.52262,13.89794,
wb497_10_8_rec_voi_0950.bmp,18.88856,9.888856,76.0,65.19799,28.36150,43.50057,30.23853,193.44943,6.82085,0.37318,0.68931,-2.13322,44.0,32.0,5.63926,12.08319,16.58569,31.19724,36.83650,47.84999,56.49943,,,,,,,,,,,,86.62344,0.42767,0.29322,0.38084,1.48355,1.62602,13.74812,
wb497_10_8_rec_voi_0951.bmp,18.90844,9.890844,68.0,65.19799,28.53786,43.77107,30.23853,194.27734,6.80771,0.41967,0.73099,-2.54863,38.0,30.0,5.69194,14.56278,16.62860,30.96820,36.66013,47.49870,56.22893,,,,,,,,,,,,88.57641,0.43793,0.29378,0.37740,1.48990,1.622,13.99053,
wb497_10_8_rec_voi_0952.bmp,18.92832,9.892832,81.0,65.19799,28.65043,43.94373,30.23853,195.29808,6.81659,0.35371,0.67109,-3.13209,46.0,35.0,5.41032,17.01259,15.88433,31.13725,36.54757,47.75798,56.05627,,,,,,,,,,,,89.48603,0.4543,0.29340,0.37427,1.49773,1.6228,14.18977,
wb497_10_8_rec_voi_0953.bmp,18.94821,9.894821,75.0,65.19799,28.75959,44.11115,30.23853,193.22897,6.71877,0.38346,0.69874,-2.59663,51.0,24.0,6.98350,18.21120,19.53805,29.45491,36.43841,45.17763,55.88885,,,,,,,,,,,,90.08777,0.4698,0.29767,0.37715,1.48186,1.61696,14.34925,
wb497_10_8_rec_voi_0954.bmp,18.96809,9.896809,77.0,65.19799,28.94198,44.39090,30.23853,189.61866,6.55168,0.37587,0.69179,-2.36018,54.0,23.0,7.39686,17.53319,20.35525,28.85916,36.25602,44.26387,55.60910,,,,,,,,,,,,90.87641,0.47648,0.30527,0.38241,1.45418,1.61467,14.01565,
wb497_10_8_rec_voi_0955.bmp,18.98797,9.898797,59.0,65.19799,29.13213,44.68255,30.23853,183.63075,6.30338,0.49376,0.79289,-2.24696,40.0,19.0,6.71241,15.15677,18.72645,29.35346,36.06587,45.02203,55.31745,,,,,,,,,,,,91.52786,0.47984,0.31729,0.39281,1.40825,1.61082,13.93030,
wb497_10_8_rec_voi_0956.bmp,19.00785,9.900785,55.0,65.19799,29.37214,45.05067,30.23853,182.78004,6.22291,0.53404,0.82460,-2.11525,30.0,25.0,6.76079,14.37525,18.71088,29.06507,35.82586,44.57970,54.94933,,,,,,,,,,,,92.32255,0.48436,0.32139,0.39201,1.40173,1.61375,14.07330,
wb497_10_8_rec_voi_0957.bmp,19.02774,9.902774,52.0,65.19799,29.63616,45.45563,30.23853,182.66322,6.16353,0.56993,0.85185,-1.49544,30.0,22.0,5.17851,7.81251,14.87451,30.38332,35.56183,46.60162,54.54437,,,,,,,,,,,,92.66146,0.48757,0.32449,0.38937,1.40083,1.59447,14.08013,
wb497_10_8_rec_voi_0958.bmp,19.04762,9.904762,48.0,65.19799,29.95509,45.94480,30.23853,183.87431,6.13833,0.62406,0.89139,-2.57707,18.0,30.0,6.98894,18.10652,18.91764,28.25397,35.24291,43.33564,54.05520,,,,,,,,,,,,92.94868,0.48798,0.32582,0.38334,1.41012,1.57243,13.79212,
wb497_10_8_rec_voi_0959.bmp,19.06750,9.90675,46.0,65.19799,30.25197,46.40016,30.23853,182.76322,6.04137,0.65765,0.91507,-3.28961,11.0,35.0,7.26581,23.99662,19.36631,27.68021,34.94602,42.45562,53.59984,,,,,,,,,,,,92.77630,0.48976,0.33105,0.38242,1.40160,1.61073,13.71018,
wb497_10_8_rec_voi_0960.bmp,19.08738,9.908738,50.0,65.19799,30.49391,46.77124,30.23853,181.62416,5.95608,0.60988,0.88120,-3.37106,15.0,35.0,5.47332,18.54731,15.21753,29.23076,34.70408,44.83383,53.22876,,,,,,,,,,,,92.88762,0.48674,0.33579,0.38215,1.39287,1.57436,13.23940,
wb497_10_8_rec_voi_0961.bmp,19.10727,9.910727,48.0,65.19799,30.70472,47.09457,30.23853,182.59217,5.94671,0.63968,0.90248,-3.58809,4.0,44.0,7.06094,25.43431,18.69671,27.43234,34.49328,42.07544,52.90543,,,,,,,,,,,,92.33483,0.47993,0.33632,0.37782,1.40029,1.60973,13.35287,
wb497_10_8_rec_voi_0962.bmp,19.12715,9.912715,51.0,65.19799,30.95535,47.47899,30.23853,184.04868,5.94562,0.60697,0.87910,-3.87290,5.0,46.0,6.51188,25.32286,17.38021,27.73076,34.24264,42.53315,52.52101,,,,,,,,,,,,91.75632,0.47259,0.33638,0.37210,1.41146,1.61202,13.67482,
wb497_10_8_rec_voi_0963.bmp,19.14703,9.914703,43.0,65.19799,31.16018,47.79315,30.23853,184.99588,5.93693,0.72466,0.96055,-3.73349,1.0,42.0,6.76588,25.36029,17.83966,27.27194,34.03782,41.82942,52.20685,,,,,,,,,,,,91.40661,0.46288,0.33687,0.36798,1.41872,1.61098,14.22372,
wb497_10_8_rec_voi_0964.bmp,19.16692,9.916692,45.0,65.19799,31.30852,48.02068,30.23853,184.96177,5.90771,0.69574,0.94120,-3.27744,4.0,41.0,7.20004,23.69248,18.69724,26.68944,33.88947,40.93598,51.97932,,,,,,,,,,,,91.25485,0.45275,0.33854,0.36645,1.41846,1.54506,14.35266,
